interaction_id,user_id,product_id,interaction_type,interaction_date,rating,session_duration
13243,953,229,view,2025-05-16 10:25:45.743084,,102.0
13244,1631,195,view,2025-05-16 10:25:45.743084,,15.0
13245,2988,44,view,2025-05-16 10:25:45.743084,,18.0
13246,4708,424,view,2025-05-16 10:25:45.743084,,12.0
13247,3616,212,add_to_cart,2025-05-16 10:25:45.743084,,
13248,4280,185,view,2025-05-16 10:25:45.743084,,23.0
13249,4425,390,view,2025-05-16 10:25:45.743084,,121.0
13250,2577,629,add_to_cart,2025-05-16 10:25:45.743084,,
13251,4888,893,purchase,2025-05-16 10:25:45.743084,5.0,
13252,1510,804,view,2025-05-16 10:25:45.743084,,0.0
13253,2810,73,purchase,2025-05-16 10:25:45.743084,5.0,
13254,4650,976,view,2025-05-16 10:25:45.743084,,65.0
13255,889,189,add_to_cart,2025-05-16 10:25:45.743084,,
13256,4390,864,add_to_cart,2025-05-16 10:25:45.743084,,
13257,1479,905,add_to_cart,2025-05-16 10:25:45.743084,,
13258,219,44,add_to_cart,2025-05-16 10:25:45.743084,,
13259,505,51,view,2025-05-16 10:25:45.743084,,20.0
13260,2414,613,view,2025-05-16 10:25:45.743084,,50.0
13261,3798,412,view,2025-05-16 10:25:45.743084,,117.0
13262,255,289,view,2025-05-16 10:25:45.743084,,18.0
13263,4287,122,view,2025-05-16 10:25:45.743084,,61.0
13264,596,974,view,2025-05-16 10:25:45.743084,,34.0
13265,4297,862,view,2025-05-16 10:25:45.743084,,23.0
13266,1473,388,view,2025-05-16 10:25:45.743084,,10.0
13267,2077,182,view,2025-05-16 10:25:45.743084,,0.0
13268,2756,325,add_to_cart,2025-05-16 10:25:45.743084,,
13269,1512,102,view,2025-05-16 10:25:45.743084,,11.0
13270,1467,405,view,2025-05-16 10:25:45.743084,,80.0
13271,4761,681,add_to_cart,2025-05-16 10:25:45.743084,,
13272,444,401,add_to_cart,2025-05-16 10:25:45.743084,,
13273,3814,392,view,2025-05-16 10:25:45.743084,,68.0
13274,3247,550,add_to_cart,2025-05-16 10:25:45.743084,,
13275,497,762,view,2025-05-16 10:25:45.743084,,47.0
13276,4508,211,view,2025-05-16 10:25:45.743084,,32.0
13277,3800,939,view,2025-05-16 10:25:45.743084,,167.0
13278,1441,736,view,2025-05-16 10:25:45.743084,,64.0
13279,2309,340,view,2025-05-16 10:25:45.743084,,53.0
13280,4637,634,view,2025-05-16 10:25:45.743084,,71.0
13281,624,579,add_to_cart,2025-05-16 10:25:45.743084,,
13282,2642,644,review,2025-05-16 10:25:45.743084,4.0,
13283,3733,470,view,2025-05-16 10:25:45.743084,,316.0
13284,4986,379,add_to_cart,2025-05-16 10:25:45.743084,,
13285,332,54,view,2025-05-16 10:25:45.743084,,123.0
13286,4245,887,view,2025-05-16 10:25:45.743084,,3.0
13287,2360,164,view,2025-05-16 10:25:45.743084,,99.0
13288,4372,282,purchase,2025-05-16 10:25:45.743084,5.0,
13289,3616,384,add_to_cart,2025-05-16 10:25:45.743084,,
13290,1149,270,view,2025-05-16 10:25:45.743084,,8.0
13291,3446,776,add_to_cart,2025-05-16 10:25:45.743084,,
13292,2646,954,view,2025-05-16 10:25:45.743084,,8.0
13293,1698,995,view,2025-05-16 10:25:45.743084,,19.0
13294,437,283,view,2025-05-16 10:25:45.743084,,44.0
13295,2110,423,view,2025-05-16 10:25:45.743084,,7.0
13296,373,971,view,2025-05-16 10:25:45.743084,,30.0
13297,3423,661,view,2025-05-16 10:25:45.743084,,11.0
13298,114,122,view,2025-05-16 10:25:45.743084,,32.0
13299,1200,261,view,2025-05-16 10:25:45.743084,,68.0
13300,4472,839,add_to_cart,2025-05-16 10:25:45.743084,,
13301,4535,56,view,2025-05-16 10:25:45.743084,,129.0
13302,2354,819,review,2025-05-17 10:25:45.743084,4.0,
13303,3133,579,view,2025-05-17 10:25:45.743084,,38.0
13304,2059,713,view,2025-05-17 10:25:45.743084,,0.0
13305,3539,434,purchase,2025-05-17 10:25:45.743084,5.0,
13306,3404,522,add_to_cart,2025-05-17 10:25:45.743084,,
13307,2148,183,view,2025-05-17 10:25:45.743084,,188.0
13308,1595,28,review,2025-05-17 10:25:45.743084,5.0,
13309,4081,11,purchase,2025-05-17 10:25:45.743084,5.0,
13310,4019,743,view,2025-05-17 10:25:45.743084,,4.0
13311,2453,803,view,2025-05-17 10:25:45.743084,,43.0
13312,2309,113,view,2025-05-17 10:25:45.743084,,9.0
13313,2123,779,add_to_cart,2025-05-17 10:25:45.743084,,
13314,3471,546,add_to_cart,2025-05-17 10:25:45.743084,,
13315,3820,155,add_to_cart,2025-05-17 10:25:45.743084,,
13316,2017,313,view,2025-05-17 10:25:45.743084,,197.0
13317,2904,296,view,2025-05-17 10:25:45.743084,,32.0
13318,2032,165,view,2025-05-17 10:25:45.743084,,20.0
13319,3824,973,view,2025-05-17 10:25:45.743084,,28.0
13320,1434,672,view,2025-05-17 10:25:45.743084,,26.0
13321,920,972,view,2025-05-17 10:25:45.743084,,22.0
13322,3312,372,view,2025-05-17 10:25:45.743084,,49.0
13323,3562,390,view,2025-05-17 10:25:45.743084,,38.0
13324,4482,603,view,2025-05-17 10:25:45.743084,,11.0
13325,534,323,view,2025-05-17 10:25:45.743084,,143.0
13326,1826,990,view,2025-05-17 10:25:45.743084,,169.0
13327,1537,543,purchase,2025-05-17 10:25:45.743084,3.0,
13328,3862,126,view,2025-05-17 10:25:45.743084,,29.0
13329,4390,514,add_to_cart,2025-05-17 10:25:45.743084,,
13330,3649,582,add_to_cart,2025-05-17 10:25:45.743084,,
13331,2542,143,purchase,2025-05-17 10:25:45.743084,4.0,
13332,4926,222,view,2025-05-17 10:25:45.743084,,1.0
13333,2563,53,view,2025-05-17 10:25:45.743084,,33.0
13334,1031,625,view,2025-05-17 10:25:45.743084,,10.0
13335,1405,706,add_to_cart,2025-05-17 10:25:45.743084,,
13336,2705,907,purchase,2025-05-17 10:25:45.743084,5.0,
13337,3377,724,view,2025-05-17 10:25:45.743084,,88.0
13338,2649,138,view,2025-05-17 10:25:45.743084,,16.0
13339,1754,720,view,2025-05-17 10:25:45.743084,,34.0
13340,2084,982,view,2025-05-17 10:25:45.743084,,118.0
13341,2074,791,view,2025-05-17 10:25:45.743084,,168.0
13342,474,707,purchase,2025-05-17 10:25:45.743084,4.0,
13343,2598,699,add_to_cart,2025-05-17 10:25:45.743084,,
13344,2758,911,view,2025-05-17 10:25:45.743084,,6.0
13345,4019,329,add_to_cart,2025-05-17 10:25:45.743084,,
13346,1961,223,add_to_cart,2025-05-17 10:25:45.743084,,
13347,2970,853,view,2025-05-17 10:25:45.743084,,21.0
13348,3805,638,view,2025-05-17 10:25:45.743084,,73.0
13349,653,388,view,2025-05-17 10:25:45.743084,,156.0
13350,3028,141,view,2025-05-17 10:25:45.743084,,59.0
13351,1783,490,view,2025-05-17 10:25:45.743084,,131.0
13352,2065,306,view,2025-05-17 10:25:45.743084,,63.0
13353,2585,236,view,2025-05-17 10:25:45.743084,,88.0
13354,1792,799,view,2025-05-17 10:25:45.743084,,17.0
13355,3835,977,add_to_cart,2025-05-17 10:25:45.743084,,
13356,2009,413,purchase,2025-05-17 10:25:45.743084,3.0,
13357,1824,672,purchase,2025-05-17 10:25:45.743084,5.0,
13358,3797,740,add_to_cart,2025-05-17 10:25:45.743084,,
13359,433,61,view,2025-05-17 10:25:45.743084,,73.0
13360,2271,939,add_to_cart,2025-05-17 10:25:45.743084,,
13361,647,829,view,2025-05-17 10:25:45.743084,,168.0
13362,1466,745,purchase,2025-05-17 10:25:45.743084,3.0,
13363,2116,128,view,2025-05-17 10:25:45.743084,,29.0
13364,2465,524,add_to_cart,2025-05-17 10:25:45.743084,,
13365,146,634,view,2025-05-17 10:25:45.743084,,18.0
13366,1312,418,view,2025-05-17 10:25:45.743084,,15.0
13367,2529,259,view,2025-05-17 10:25:45.743084,,4.0
13368,373,209,view,2025-05-17 10:25:45.743084,,80.0
13369,2186,574,view,2025-05-17 10:25:45.743084,,52.0
13370,1617,189,view,2025-05-17 10:25:45.743084,,31.0
13371,464,950,view,2025-05-17 10:25:45.743084,,110.0
13372,1093,677,view,2025-05-17 10:25:45.743084,,69.0
13373,813,413,view,2025-05-17 10:25:45.743084,,39.0
13374,2727,636,view,2025-05-17 10:25:45.743084,,54.0
13375,3253,16,view,2025-05-17 10:25:45.743084,,15.0
13376,1993,695,review,2025-05-17 10:25:45.743084,3.0,
13377,499,834,view,2025-05-17 10:25:45.743084,,229.0
13378,1120,68,purchase,2025-05-17 10:25:45.743084,4.0,
13379,5000,231,view,2025-05-17 10:25:45.743084,,132.0
13380,4652,496,view,2025-05-17 10:25:45.743084,,176.0
13381,179,745,view,2025-05-17 10:25:45.743084,,53.0
13382,3848,205,view,2025-05-17 10:25:45.743084,,23.0
13383,3667,325,view,2025-05-17 10:25:45.743084,,59.0
13384,1603,862,view,2025-05-17 10:25:45.743084,,31.0
13385,742,645,view,2025-05-17 10:25:45.743084,,5.0
13386,2698,907,view,2025-05-17 10:25:45.743084,,3.0
13387,2293,309,view,2025-05-17 10:25:45.743084,,11.0
13388,2957,737,purchase,2025-05-17 10:25:45.743084,5.0,
13389,874,197,view,2025-05-18 10:25:45.743084,,1.0
13390,2943,25,view,2025-05-18 10:25:45.743084,,32.0
13391,4472,4,view,2025-05-18 10:25:45.743084,,62.0
13392,146,536,view,2025-05-18 10:25:45.743084,,76.0
13393,4932,390,purchase,2025-05-18 10:25:45.743084,4.0,
13394,3760,450,purchase,2025-05-18 10:25:45.743084,4.0,
13395,1301,299,view,2025-05-18 10:25:45.743084,,105.0
13396,3636,198,add_to_cart,2025-05-18 10:25:45.743084,,
13397,1487,521,add_to_cart,2025-05-18 10:25:45.743084,,
13398,4564,266,view,2025-05-18 10:25:45.743084,,7.0
13399,3319,842,view,2025-05-18 10:25:45.743084,,2.0
13400,4682,429,view,2025-05-18 10:25:45.743084,,11.0
13401,2368,267,add_to_cart,2025-05-18 10:25:45.743084,,
13402,936,834,add_to_cart,2025-05-18 10:25:45.743084,,
13403,178,644,view,2025-05-18 10:25:45.743084,,51.0
13404,338,380,view,2025-05-18 10:25:45.743084,,99.0
13405,3534,801,view,2025-05-18 10:25:45.743084,,207.0
13406,1825,656,view,2025-05-18 10:25:45.743084,,110.0
13407,734,467,view,2025-05-18 10:25:45.743084,,13.0
13408,2351,376,view,2025-05-18 10:25:45.743084,,57.0
13409,1475,17,view,2025-05-18 10:25:45.743084,,88.0
13410,2300,44,purchase,2025-05-18 10:25:45.743084,5.0,
13411,4471,700,add_to_cart,2025-05-18 10:25:45.743084,,
13412,1884,293,view,2025-05-18 10:25:45.743084,,15.0
13413,2640,621,view,2025-05-18 10:25:45.743084,,290.0
13414,2542,391,add_to_cart,2025-05-18 10:25:45.743084,,
13415,4634,127,view,2025-05-18 10:25:45.743084,,42.0
13416,2205,810,view,2025-05-18 10:25:45.743084,,117.0
13417,2202,342,view,2025-05-18 10:25:45.743084,,72.0
13418,4622,11,add_to_cart,2025-05-18 10:25:45.743084,,
13419,4448,489,add_to_cart,2025-05-18 10:25:45.743084,,
13420,1730,224,view,2025-05-18 10:25:45.743084,,3.0
13421,1961,976,view,2025-05-18 10:25:45.743084,,82.0
13422,247,870,add_to_cart,2025-05-18 10:25:45.743084,,
13423,649,75,view,2025-05-18 10:25:45.743084,,238.0
13424,3470,64,add_to_cart,2025-05-18 10:25:45.743084,,
13425,2778,228,view,2025-05-18 10:25:45.743084,,3.0
13426,2403,684,add_to_cart,2025-05-18 10:25:45.743084,,
13427,2447,908,view,2025-05-18 10:25:45.743084,,4.0
13428,2984,205,view,2025-05-18 10:25:45.743084,,131.0
13429,1341,938,view,2025-05-18 10:25:45.743084,,46.0
13430,2726,728,view,2025-05-18 10:25:45.743084,,76.0
13431,237,700,view,2025-05-18 10:25:45.743084,,96.0
13432,775,295,view,2025-05-18 10:25:45.743084,,17.0
13433,1647,57,add_to_cart,2025-05-18 10:25:45.743084,,
13434,2793,909,view,2025-05-18 10:25:45.743084,,16.0
13435,3205,142,view,2025-05-18 10:25:45.743084,,10.0
13436,1020,813,add_to_cart,2025-05-18 10:25:45.743084,,
13437,4518,629,view,2025-05-18 10:25:45.743084,,43.0
13438,1960,778,view,2025-05-18 10:25:45.743084,,76.0
13439,2659,329,view,2025-05-18 10:25:45.743084,,37.0
13440,2644,930,add_to_cart,2025-05-18 10:25:45.743084,,
13441,1653,584,view,2025-05-18 10:25:45.743084,,52.0
13442,3727,417,add_to_cart,2025-05-18 10:25:45.743084,,
13443,2986,659,view,2025-05-18 10:25:45.743084,,17.0
13444,2005,766,add_to_cart,2025-05-18 10:25:45.743084,,
13445,46,634,add_to_cart,2025-05-18 10:25:45.743084,,
13446,545,291,view,2025-05-18 10:25:45.743084,,56.0
13447,2379,518,view,2025-05-18 10:25:45.743084,,32.0
13448,4939,773,view,2025-05-18 10:25:45.743084,,72.0
13449,3805,812,add_to_cart,2025-05-18 10:25:45.743084,,
13450,4080,290,view,2025-05-18 10:25:45.743084,,36.0
13451,3131,158,view,2025-05-18 10:25:45.743084,,45.0
13452,1285,68,view,2025-05-18 10:25:45.743084,,10.0
13453,454,724,view,2025-05-18 10:25:45.743084,,78.0
13454,3958,685,view,2025-05-18 10:25:45.743084,,31.0
13455,2035,505,add_to_cart,2025-05-18 10:25:45.743084,,
13456,2572,828,view,2025-05-18 10:25:45.743084,,107.0
13457,1906,656,view,2025-05-18 10:25:45.743084,,20.0
13458,3374,263,review,2025-05-18 10:25:45.743084,4.0,
13459,3913,70,purchase,2025-05-18 10:25:45.743084,2.0,
13460,1328,434,view,2025-05-18 10:25:45.743084,,47.0
13461,4041,283,add_to_cart,2025-05-18 10:25:45.743084,,
13462,1825,308,view,2025-05-18 10:25:45.743084,,98.0
13463,2736,318,view,2025-05-18 10:25:45.743084,,74.0
13464,2087,160,view,2025-05-18 10:25:45.743084,,40.0
13465,2326,398,view,2025-05-18 10:25:45.743084,,102.0
13466,1337,634,purchase,2025-05-18 10:25:45.743084,5.0,
13467,371,531,add_to_cart,2025-05-18 10:25:45.743084,,
13468,1418,364,view,2025-05-18 10:25:45.743084,,81.0
13469,3626,452,view,2025-05-18 10:25:45.743084,,22.0
13470,1584,167,view,2025-05-18 10:25:45.743084,,24.0
13471,2474,625,view,2025-05-18 10:25:45.743084,,0.0
13472,1231,297,view,2025-05-18 10:25:45.743084,,3.0
13473,1335,580,view,2025-05-18 10:25:45.743084,,6.0
13474,4528,907,view,2025-05-18 10:25:45.743084,,13.0
13475,3095,970,view,2025-05-18 10:25:45.743084,,44.0
13476,768,495,view,2025-05-18 10:25:45.743084,,24.0
13477,515,480,view,2025-05-18 10:25:45.743084,,135.0
13478,1828,873,view,2025-05-18 10:25:45.743084,,1.0
13479,2193,855,purchase,2025-05-18 10:25:45.743084,4.0,
13480,4339,873,purchase,2025-05-18 10:25:45.743084,4.0,
13481,545,219,view,2025-05-18 10:25:45.743084,,64.0
13482,1246,496,view,2025-05-18 10:25:45.743084,,23.0
13483,2448,270,review,2025-05-18 10:25:45.743084,5.0,
13484,2577,527,purchase,2025-05-18 10:25:45.743084,4.0,
13485,4153,600,view,2025-05-18 10:25:45.743084,,17.0
13486,1507,467,view,2025-05-18 10:25:45.743084,,24.0
13487,1001,332,view,2025-05-18 10:25:45.743084,,61.0
13488,4193,410,view,2025-05-18 10:25:45.743084,,2.0
13489,66,768,view,2025-05-18 10:25:45.743084,,12.0
13490,1355,731,purchase,2025-05-18 10:25:45.743084,3.0,
13491,4508,442,view,2025-05-19 10:25:45.743084,,241.0
13492,3522,126,view,2025-05-19 10:25:45.743084,,19.0
13493,4963,122,view,2025-05-19 10:25:45.743084,,170.0
13494,1783,736,add_to_cart,2025-05-19 10:25:45.743084,,
13495,3894,297,view,2025-05-19 10:25:45.743084,,101.0
13496,4004,304,view,2025-05-19 10:25:45.743084,,8.0
13497,3843,631,purchase,2025-05-19 10:25:45.743084,5.0,
13498,1271,18,view,2025-05-19 10:25:45.743084,,26.0
13499,4574,161,view,2025-05-19 10:25:45.743084,,90.0
13500,3856,655,view,2025-05-19 10:25:45.743084,,34.0
13501,72,162,view,2025-05-19 10:25:45.743084,,111.0
13502,3184,712,view,2025-05-19 10:25:45.743084,,54.0
13503,1133,167,view,2025-05-19 10:25:45.743084,,37.0
13504,2115,141,view,2025-05-19 10:25:45.743084,,16.0
13505,4227,116,view,2025-05-19 10:25:45.743084,,51.0
13506,2336,299,view,2025-05-19 10:25:45.743084,,51.0
13507,28,776,view,2025-05-19 10:25:45.743084,,28.0
13508,1254,82,view,2025-05-19 10:25:45.743084,,96.0
13509,2338,55,purchase,2025-05-19 10:25:45.743084,1.0,
13510,3477,937,view,2025-05-19 10:25:45.743084,,57.0
13511,325,960,add_to_cart,2025-05-19 10:25:45.743084,,
13512,4578,495,view,2025-05-19 10:25:45.743084,,52.0
13513,2443,253,add_to_cart,2025-05-19 10:25:45.743084,,
13514,3038,853,view,2025-05-19 10:25:45.743084,,79.0
13515,511,434,view,2025-05-19 10:25:45.743084,,132.0
13516,670,490,purchase,2025-05-19 10:25:45.743084,2.0,
13517,3364,39,add_to_cart,2025-05-19 10:25:45.743084,,
13518,4535,699,view,2025-05-19 10:25:45.743084,,116.0
13519,721,222,view,2025-05-19 10:25:45.743084,,57.0
13520,1990,332,view,2025-05-19 10:25:45.743084,,2.0
13521,4486,745,review,2025-05-19 10:25:45.743084,5.0,
13522,3330,326,view,2025-05-19 10:25:45.743084,,37.0
13523,4785,292,purchase,2025-05-19 10:25:45.743084,3.0,
13524,1624,392,view,2025-05-19 10:25:45.743084,,15.0
13525,4528,723,view,2025-05-19 10:25:45.743084,,30.0
13526,3706,477,view,2025-05-19 10:25:45.743084,,5.0
13527,4768,738,view,2025-05-19 10:25:45.743084,,44.0
13528,3649,799,view,2025-05-19 10:25:45.743084,,3.0
13529,1224,38,add_to_cart,2025-05-19 10:25:45.743084,,
13530,3958,80,view,2025-05-19 10:25:45.743084,,93.0
13531,3917,637,view,2025-05-19 10:25:45.743084,,76.0
13532,3183,380,view,2025-05-19 10:25:45.743084,,19.0
13533,3636,642,view,2025-05-19 10:25:45.743084,,26.0
13534,1199,655,view,2025-05-19 10:25:45.743084,,0.0
13535,1003,366,purchase,2025-05-19 10:25:45.743084,5.0,
13536,4620,752,view,2025-05-19 10:25:45.743084,,35.0
13537,1066,930,view,2025-05-19 10:25:45.743084,,55.0
13538,1133,102,view,2025-05-19 10:25:45.743084,,57.0
13539,2176,943,purchase,2025-05-19 10:25:45.743084,5.0,
13540,1463,579,add_to_cart,2025-05-19 10:25:45.743084,,
13541,831,445,view,2025-05-19 10:25:45.743084,,63.0
13542,1624,230,add_to_cart,2025-05-19 10:25:45.743084,,
13543,4084,555,view,2025-05-19 10:25:45.743084,,72.0
13544,4662,463,view,2025-05-19 10:25:45.743084,,39.0
13545,2903,348,view,2025-05-19 10:25:45.743084,,41.0
13546,2339,713,view,2025-05-19 10:25:45.743084,,69.0
13547,947,6,add_to_cart,2025-05-19 10:25:45.743084,,
13548,2572,911,view,2025-05-19 10:25:45.743084,,24.0
13549,2065,548,view,2025-05-19 10:25:45.743084,,8.0
13550,1551,6,view,2025-05-19 10:25:45.743084,,26.0
13551,4444,920,review,2025-05-19 10:25:45.743084,4.0,
13552,164,885,view,2025-05-19 10:25:45.743084,,40.0
13553,2903,695,view,2025-05-19 10:25:45.743084,,0.0
13554,1494,351,view,2025-05-19 10:25:45.743084,,64.0
13555,1537,37,view,2025-05-19 10:25:45.743084,,202.0
13556,3136,295,add_to_cart,2025-05-19 10:25:45.743084,,
13557,1100,251,add_to_cart,2025-05-19 10:25:45.743084,,
13558,2503,533,view,2025-05-19 10:25:45.743084,,122.0
13559,1797,810,add_to_cart,2025-05-19 10:25:45.743084,,
13560,4546,443,view,2025-05-19 10:25:45.743084,,6.0
13561,4867,888,add_to_cart,2025-05-19 10:25:45.743084,,
13562,2849,584,purchase,2025-05-19 10:25:45.743084,4.0,
13563,2851,238,add_to_cart,2025-05-19 10:25:45.743084,,
13564,1208,178,view,2025-05-19 10:25:45.743084,,22.0
13565,3182,223,add_to_cart,2025-05-19 10:25:45.743084,,
13566,1104,85,view,2025-05-19 10:25:45.743084,,115.0
13567,1231,935,view,2025-05-19 10:25:45.743084,,18.0
13568,4439,864,view,2025-05-19 10:25:45.743084,,47.0
13569,2550,917,view,2025-05-19 10:25:45.743084,,202.0
13570,33,347,view,2025-05-19 10:25:45.743084,,19.0
13571,397,287,purchase,2025-05-19 10:25:45.743084,3.0,
13572,977,533,add_to_cart,2025-05-19 10:25:45.743084,,
13573,4873,216,purchase,2025-05-19 10:25:45.743084,5.0,
13574,2492,301,view,2025-05-19 10:25:45.743084,,41.0
13575,3819,713,view,2025-05-19 10:25:45.743084,,57.0
13576,3635,877,add_to_cart,2025-05-19 10:25:45.743084,,
13577,3151,805,view,2025-05-19 10:25:45.743084,,23.0
13578,4452,291,view,2025-05-19 10:25:45.743084,,22.0
13579,4464,320,view,2025-05-19 10:25:45.743084,,151.0
13580,1304,538,view,2025-05-19 10:25:45.743084,,259.0
13581,4355,354,view,2025-05-19 10:25:45.743084,,304.0
13582,3651,470,view,2025-05-19 10:25:45.743084,,18.0
13583,1501,469,add_to_cart,2025-05-19 10:25:45.743084,,
13584,4003,312,review,2025-05-19 10:25:45.743084,5.0,
13585,3429,992,add_to_cart,2025-05-19 10:25:45.743084,,
13586,2717,190,add_to_cart,2025-05-19 10:25:45.743084,,
13587,1272,620,view,2025-05-19 10:25:45.743084,,84.0
13588,536,814,view,2025-05-19 10:25:45.743084,,9.0
13589,2642,555,add_to_cart,2025-05-19 10:25:45.743084,,
13590,2173,165,view,2025-05-19 10:25:45.743084,,43.0
13591,2855,824,view,2025-05-19 10:25:45.743084,,133.0
13592,2117,726,view,2025-05-19 10:25:45.743084,,38.0
13593,929,455,view,2025-05-20 10:25:45.743084,,59.0
13594,4103,334,view,2025-05-20 10:25:45.743084,,17.0
13595,4508,997,view,2025-05-20 10:25:45.743084,,271.0
13596,4301,413,view,2025-05-20 10:25:45.743084,,71.0
13597,3368,560,add_to_cart,2025-05-20 10:25:45.743084,,
13598,219,582,view,2025-05-20 10:25:45.743084,,47.0
13599,2614,440,purchase,2025-05-20 10:25:45.743084,3.0,
13600,346,844,add_to_cart,2025-05-20 10:25:45.743084,,
13601,2447,281,view,2025-05-20 10:25:45.743084,,59.0
13602,2384,189,purchase,2025-05-20 10:25:45.743084,5.0,
13603,2890,159,review,2025-05-20 10:25:45.743084,5.0,
13604,2679,720,view,2025-05-20 10:25:45.743084,,20.0
13605,3711,293,purchase,2025-05-20 10:25:45.743084,5.0,
13606,4569,677,view,2025-05-20 10:25:45.743084,,99.0
13607,1666,881,add_to_cart,2025-05-20 10:25:45.743084,,
13608,746,844,view,2025-05-20 10:25:45.743084,,0.0
13609,3581,452,view,2025-05-20 10:25:45.743084,,100.0
13610,1760,396,view,2025-05-20 10:25:45.743084,,47.0
13611,2612,73,view,2025-05-20 10:25:45.743084,,65.0
13612,1509,472,view,2025-05-20 10:25:45.743084,,23.0
13613,2803,929,view,2025-05-20 10:25:45.743084,,6.0
13614,4724,494,view,2025-05-20 10:25:45.743084,,24.0
13615,2564,620,review,2025-05-20 10:25:45.743084,4.0,
13616,799,719,view,2025-05-20 10:25:45.743084,,18.0
13617,2997,505,view,2025-05-20 10:25:45.743084,,75.0
13618,3521,950,view,2025-05-20 10:25:45.743084,,0.0
13619,3414,469,add_to_cart,2025-05-20 10:25:45.743084,,
13620,3110,162,view,2025-05-20 10:25:45.743084,,34.0
13621,290,617,view,2025-05-20 10:25:45.743084,,80.0
13622,4289,80,view,2025-05-20 10:25:45.743084,,80.0
13623,4219,115,view,2025-05-20 10:25:45.743084,,43.0
13624,3319,977,add_to_cart,2025-05-20 10:25:45.743084,,
13625,3871,486,purchase,2025-05-20 10:25:45.743084,4.0,
13626,4294,415,view,2025-05-20 10:25:45.743084,,24.0
13627,4310,846,view,2025-05-20 10:25:45.743084,,2.0
13628,2022,512,add_to_cart,2025-05-20 10:25:45.743084,,
13629,3067,150,view,2025-05-20 10:25:45.743084,,4.0
13630,140,192,purchase,2025-05-20 10:25:45.743084,5.0,
13631,3312,587,view,2025-05-20 10:25:45.743084,,176.0
13632,2102,496,purchase,2025-05-20 10:25:45.743084,5.0,
13633,102,509,add_to_cart,2025-05-20 10:25:45.743084,,
13634,1065,260,view,2025-05-20 10:25:45.743084,,52.0
13635,3404,989,view,2025-05-20 10:25:45.743084,,158.0
13636,2187,496,add_to_cart,2025-05-20 10:25:45.743084,,
13637,3000,464,view,2025-05-20 10:25:45.743084,,117.0
13638,2600,434,add_to_cart,2025-05-20 10:25:45.743084,,
13639,196,66,view,2025-05-20 10:25:45.743084,,0.0
13640,3635,79,add_to_cart,2025-05-20 10:25:45.743084,,
13641,2578,168,purchase,2025-05-20 10:25:45.743084,4.0,
13642,541,909,view,2025-05-20 10:25:45.743084,,9.0
13643,2540,364,review,2025-05-20 10:25:45.743084,4.0,
13644,843,696,view,2025-05-20 10:25:45.743084,,158.0
13645,1622,199,add_to_cart,2025-05-20 10:25:45.743084,,
13646,2239,944,view,2025-05-20 10:25:45.743084,,30.0
13647,4562,332,add_to_cart,2025-05-20 10:25:45.743084,,
13648,4513,727,view,2025-05-20 10:25:45.743084,,4.0
13649,337,853,view,2025-05-20 10:25:45.743084,,8.0
13650,2386,548,add_to_cart,2025-05-20 10:25:45.743084,,
13651,4966,449,add_to_cart,2025-05-20 10:25:45.743084,,
13652,2213,104,add_to_cart,2025-05-20 10:25:45.743084,,
13653,668,878,view,2025-05-20 10:25:45.743084,,93.0
13654,4364,302,view,2025-05-20 10:25:45.743084,,1.0
13655,4866,791,add_to_cart,2025-05-20 10:25:45.743084,,
13656,4295,778,add_to_cart,2025-05-20 10:25:45.743084,,
13657,794,738,view,2025-05-20 10:25:45.743084,,5.0
13658,4471,159,review,2025-05-20 10:25:45.743084,4.0,
13659,2503,89,view,2025-05-20 10:25:45.743084,,191.0
13660,1164,39,view,2025-05-20 10:25:45.743084,,2.0
13661,3780,298,view,2025-05-20 10:25:45.743084,,146.0
13662,2676,582,view,2025-05-20 10:25:45.743084,,2.0
13663,548,567,view,2025-05-20 10:25:45.743084,,6.0
13664,406,367,view,2025-05-20 10:25:45.743084,,242.0
13665,314,415,view,2025-05-20 10:25:45.743084,,72.0
13666,2044,519,view,2025-05-20 10:25:45.743084,,23.0
13667,1048,792,view,2025-05-20 10:25:45.743084,,130.0
13668,4259,236,view,2025-05-20 10:25:45.743084,,17.0
13669,4444,239,add_to_cart,2025-05-20 10:25:45.743084,,
13670,2565,212,view,2025-05-20 10:25:45.743084,,13.0
13671,2384,927,view,2025-05-21 10:25:45.743084,,20.0
13672,3616,871,view,2025-05-21 10:25:45.743084,,139.0
13673,1496,846,view,2025-05-21 10:25:45.743084,,76.0
13674,4950,651,view,2025-05-21 10:25:45.743084,,45.0
13675,3104,515,view,2025-05-21 10:25:45.743084,,44.0
13676,3028,629,add_to_cart,2025-05-21 10:25:45.743084,,
13677,1866,463,view,2025-05-21 10:25:45.743084,,119.0
13678,2376,396,view,2025-05-21 10:25:45.743084,,158.0
13679,1587,522,view,2025-05-21 10:25:45.743084,,35.0
13680,3028,864,view,2025-05-21 10:25:45.743084,,27.0
13681,3628,939,view,2025-05-21 10:25:45.743084,,67.0
13682,528,53,add_to_cart,2025-05-21 10:25:45.743084,,
13683,814,830,view,2025-05-21 10:25:45.743084,,25.0
13684,2063,970,view,2025-05-21 10:25:45.743084,,28.0
13685,1711,797,view,2025-05-21 10:25:45.743084,,4.0
13686,286,353,view,2025-05-21 10:25:45.743084,,32.0
